Player,Equipa,Agente,Rounds,R2.0,ACS,KD,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,CL,KMax,K,D,A,FK,FD,Campeonato
Backing Vocal,Raij,"Sova, Chamber",152,1.00,204.1,0.94,73.0,138.5,0.68,0.28,0.07,0.08,26.0,14%,3/22,21,103,109,42,11,12,br_challengers_s2_2022
piva,EXOD,"Jett, Reyna, Raze",215,1.00,250.3,1.05,70.0,157.7,0.84,0.15,0.23,0.2,35.0,8%,1/13,23,180,172,33,50,43,br_challengers_s2_2022
THE GAGO,King,Jett,43,1.00,260.5,0.97,56.0,161.1,0.88,0.09,0.21,0.21,32.0,25%,1/4,20,38,39,4,9,9,br_challengers_s2_2022
Poti,RD E,"Omen, Brimstone",282,1.00,189.9,0.99,71.0,125.7,0.66,0.36,0.07,0.07,36.0,14%,4/28,21,187,189,102,20,19,br_challengers_s2_2022
bezn1,NIP,"Breach, Cypher, Kayo",522,1.00,200.8,1.01,71.0,129.9,0.71,0.26,0.09,0.1,25.0,21%,9/43,24,372,370,135,49,53,br_challengers_s2_2022
cauanzin,NIP,"Kayo, Sage, Skye",522,1.00,197.5,0.97,73.0,129.2,0.68,0.34,0.06,0.09,20.0,19%,12/63,29,353,365,179,32,48,br_challengers_s2_2022
Dess,Utah,Jett,256,0.99,253.2,1.06,64.0,160.8,0.82,0.15,0.23,0.2,21.0,,0/13,24,211,200,38,59,52,br_challengers_s2_2022
ralleva,fake,"Jett, Raze",45,0.99,235.5,1.0,67.0,148.7,0.78,0.16,0.27,0.24,29.0,,0/1,21,35,35,7,12,11,br_challengers_s2_2022
Addicted,SHK,"Viper, Breach, Sova",177,0.99,175.1,0.98,70.0,119.1,0.61,0.2,0.05,0.04,31.0,22%,6/27,23,108,110,36,8,7,br_challengers_s2_2022
medo,Alph,"Jett, Raze",106,0.99,223.4,1.04,60.0,144.5,0.77,0.13,0.18,0.16,25.0,40%,2/5,24,82,79,14,19,17,br_challengers_s2_2022
ShutAsY,Skyl,"Chamber, Killjoy, Reyna",109,0.99,210.0,1.01,70.0,145.8,0.74,0.19,0.08,0.11,23.0,,0/17,22,81,80,21,9,12,br_challengers_s2_2022
MrLeonan,JARE,"Killjoy, Viper, Sage",283,0.99,193.9,0.98,73.0,129.7,0.67,0.26,0.08,0.11,25.0,12%,4/34,25,189,192,73,24,30,br_challengers_s2_2022
felipedm,QLQR,"Omen, Brimstone",57,0.99,204.3,0.95,68.0,137.8,0.72,0.25,0.09,0.07,27.0,13%,1/8,18,41,43,14,5,4,br_challengers_s2_2022
CeLLo,Odin,"Raze, Jett",295,0.99,249.4,1.05,71.0,157.4,0.81,0.18,0.18,0.16,24.0,9%,1/11,25,239,227,52,53,46,br_challengers_s2_2022
prince,LOS,"Breach, Viper, Killjoy",737,0.99,195.2,1.03,72.0,130.9,0.7,0.21,0.08,0.07,25.0,10%,10/105,34,513,500,158,56,53,br_challengers_s2_2022
alvz,King,Sova,43,0.99,186.5,0.93,63.0,128.0,0.65,0.28,0.05,0.0,20.0,25%,1/4,14,28,30,12,2,0,br_challengers_s2_2022
Pipec4t,Moto,"Brimstone, Omen",48,0.99,167.5,0.9,73.0,115.2,0.58,0.31,0.02,0.08,22.0,11%,1/9,15,28,31,15,1,4,br_challengers_s2_2022
RoteX,Mani,"Jett, Raze",247,0.99,233.0,1.07,68.0,148.7,0.81,0.16,0.19,0.17,19.0,31%,4/13,22,199,186,39,46,43,br_challengers_s2_2022
Biscoit1n,Rise,"Jett, Chamber",291,0.99,232.8,1.02,66.0,150.0,0.8,0.19,0.21,0.2,25.0,,0/11,29,232,228,56,60,59,br_challengers_s2_2022
Made,Proj,"Viper, Astra",57,0.99,179.7,0.83,74.0,134.4,0.58,0.4,0.0,0.05,26.0,33%,2/6,12,33,40,23,0,3,br_challengers_s2_2022
Starkz,ASTRO,"Brimstone, Omen",195,0.99,198.1,1.03,66.0,124.3,0.72,0.37,0.13,0.11,29.0,29%,5/17,25,140,136,73,25,22,br_challengers_s2_2022
Paradox,Lanc,"Killjoy, Viper",89,0.99,187.0,0.92,66.0,131.7,0.61,0.3,0.06,0.1,20.0,18%,2/11,19,54,59,27,5,9,br_challengers_s2_2022
k0chilo,REI,"Chamber, Killjoy, Cypher",364,0.99,215.8,1.07,68.0,141.5,0.75,0.19,0.09,0.12,29.0,8%,3/36,24,274,257,68,32,43,br_challengers_s2_2022
yaTo,Akum,"Killjoy, Chamber",44,0.99,197.5,1.0,66.0,134.8,0.7,0.25,0.05,0.07,15.0,33%,3/9,18,31,31,11,2,3,br_challengers_s2_2022
ericzn,os r,Sova,47,0.99,175.0,0.75,68.0,128.0,0.51,0.38,0.06,0.0,33.0,13%,1/8,12,24,32,18,3,0,br_challengers_s2_2022
alvareZ,Salu,Jett,98,0.98,237.0,1.03,66.0,138.6,0.82,0.16,0.18,0.19,23.0,,0/6,25,80,78,16,18,19,br_challengers_s2_2022
Maciel,não,"Jett, Chamber, Viper",108,0.98,216.0,1.08,68.0,132.6,0.77,0.17,0.17,0.15,24.0,8%,1/13,23,83,77,18,18,16,br_challengers_s2_2022
shion,LBR,"Skye, Breach, Kayo",348,0.98,198.0,1.01,73.0,127.1,0.7,0.26,0.07,0.1,21.0,19%,5/26,28,245,242,92,26,36,br_challengers_s2_2022
Urango,BTF,"Chamber, Cypher, Sova",149,0.98,214.3,1.04,63.0,140.9,0.79,0.14,0.11,0.07,31.0,14%,2/14,26,117,113,21,16,10,br_challengers_s2_2022
RCSoldier,Skyl,"Jett, Raze",109,0.98,223.8,1.04,64.0,140.7,0.78,0.18,0.19,0.21,18.0,,0/8,25,85,82,20,21,23,br_challengers_s2_2022
Givas,ASTRO,"Killjoy, Chamber, Sage",195,0.98,194.1,0.97,71.0,133.1,0.68,0.22,0.07,0.08,25.0,22%,6/27,19,133,137,43,13,15,br_challengers_s2_2022
Slag,Bomb,"Jett, Neon, Brimstone",590,0.98,223.9,1.07,66.0,140.1,0.77,0.17,0.2,0.18,28.0,11%,5/44,28,456,425,103,118,104,br_challengers_s2_2022
lz,Supr,"Killjoy, Omen",84,0.98,209.3,0.9,71.0,140.8,0.74,0.33,0.1,0.08,28.0,29%,4/14,24,62,69,28,8,7,br_challengers_s2_2022
Maverick,TZ,"Brimstone, Omen, Viper",517,0.98,195.3,0.96,70.0,124.5,0.68,0.32,0.1,0.1,24.0,12%,6/52,23,350,366,166,52,52,br_challengers_s2_2022
caiobaz,calo,"Sova, Kayo",97,0.98,223.8,0.92,69.0,163.8,0.72,0.4,0.03,0.1,32.0,13%,1/8,21,70,76,39,3,10,br_challengers_s2_2022
DigoZika,AJF,"Killjoy, Omen",76,0.98,200.0,0.93,68.0,130.4,0.72,0.29,0.05,0.07,21.0,17%,2/12,19,55,59,22,4,5,br_challengers_s2_2022
patuw,EXOD,"Killjoy, Brimstone, Omen",215,0.98,197.4,1.02,73.0,127.9,0.69,0.21,0.06,0.08,22.0,21%,6/28,26,148,145,46,13,17,br_challengers_s2_2022
4DR,ROLO,"Sage, Viper, Kayo",281,0.98,205.0,0.95,74.0,130.4,0.66,0.31,0.09,0.06,18.0,19%,5/26,20,185,194,88,25,16,br_challengers_s2_2022
Hagon,Grif,"Jett, Reyna, Raze",94,0.98,239.0,1.03,66.0,154.3,0.81,0.18,0.24,0.26,42.0,,0/2,23,76,74,17,23,24,br_challengers_s2_2022
guiih9,Supr,"Breach, Sova",84,0.98,204.0,0.87,77.0,138.9,0.69,0.33,0.05,0.12,36.0,11%,2/19,24,58,67,28,4,10,br_challengers_s2_2022
tuyz,TBK,"Chamber, Sage, Jett",248,0.97,210.9,0.97,69.0,132.7,0.73,0.14,0.23,0.19,28.0,,0/26,26,182,187,35,58,47,br_challengers_s2_2022
Space Panda,Moto,Breach,48,0.97,201.0,1.09,69.0,125.0,0.77,0.1,0.04,0.06,38.0,,0/6,25,37,34,5,2,3,br_challengers_s2_2022
BELKY,SH,"Omen, Skye",122,0.97,198.2,0.91,71.0,132.2,0.67,0.41,0.08,0.09,19.0,29%,4/14,25,82,90,50,10,11,br_challengers_s2_2022
marcelintb,ROLO,"Omen, Brimstone, Cypher",134,0.97,175.3,1.09,74.0,113.3,0.66,0.29,0.13,0.07,27.0,27%,3/11,18,89,82,39,17,10,br_challengers_s2_2022
CTC,LOS,"Raze, Neon, Fade",737,0.97,217.4,1.02,69.0,142.2,0.74,0.23,0.15,0.16,16.0,20%,13/65,28,543,532,168,113,118,br_challengers_s2_2022
AimGreen,Mede,"Reyna, Skye, Jett",64,0.97,179.5,1.0,69.0,119.7,0.64,0.17,0.14,0.06,19.0,33%,2/6,13,41,41,11,9,4,br_challengers_s2_2022
JpL,Virt,"Breach, Raze, Kayo",86,0.97,208.8,1.03,76.0,136.7,0.74,0.26,0.12,0.13,32.0,50%,2/4,22,64,62,22,10,11,br_challengers_s2_2022
Di Wade,Mani,"Omen, Kayo, Sage",177,0.97,181.0,0.95,71.0,115.9,0.6,0.41,0.07,0.03,24.0,5%,1/19,18,107,113,72,13,6,br_challengers_s2_2022
Faelzin,TBS,Raze,40,0.97,191.5,0.81,63.0,129.8,0.63,0.23,0.15,0.08,19.0,17%,1/6,15,25,31,9,6,3,br_challengers_s2_2022
Jonn,NIP,"Neon, Jett, Fade",522,0.97,202.7,0.95,73.0,131.0,0.69,0.28,0.14,0.14,27.0,18%,6/33,23,362,382,148,74,72,br_challengers_s2_2022
JotaM,Arca,"Viper, Omen, Brimstone",129,0.97,167.3,0.95,73.0,109.1,0.57,0.36,0.08,0.05,20.0,20%,4/20,15,73,77,46,10,7,br_challengers_s2_2022
gak,SG,"Omen, Viper, Brimstone",318,0.97,194.9,0.96,71.0,122.5,0.67,0.44,0.07,0.08,28.0,22%,9/41,20,213,221,139,23,26,br_challengers_s2_2022
zakkv,Gala,"Sova, Kayo, Breach",356,0.97,187.6,0.89,68.0,131.0,0.64,0.31,0.06,0.08,21.0,17%,8/47,22,227,255,112,20,28,br_challengers_s2_2022
Sheidheda,Mani,"Chamber, Sova, Omen",247,0.96,191.0,0.95,69.0,125.6,0.63,0.25,0.09,0.11,19.0,19%,7/36,18,156,165,61,22,26,br_challengers_s2_2022
Joojina,GLP,"Sage, Omen, Astra",167,0.96,165.9,0.91,65.0,108.9,0.61,0.37,0.07,0.1,24.0,,0/16,18,102,112,61,11,17,br_challengers_s2_2022
Heart,Utah,"Sova, Breach, Kayo",256,0.96,173.6,0.93,72.0,119.3,0.61,0.27,0.04,0.05,25.0,20%,7/35,24,156,168,70,9,12,br_challengers_s2_2022
Marechal,Look,"Kayo, Sova",59,0.96,172.7,0.85,73.0,112.2,0.58,0.53,0.08,0.1,23.0,29%,2/7,15,34,40,31,5,6,br_challengers_s2_2022
ntk,Rene,"Sova, Breach",154,0.96,204.4,0.87,65.0,136.2,0.62,0.41,0.05,0.08,18.0,12%,2/17,19,96,110,63,8,13,br_challengers_s2_2022
flainzz,SH,"Sage, Killjoy, Cypher",296,0.96,177.7,0.91,71.0,120.4,0.61,0.32,0.07,0.06,26.0,17%,6/35,23,182,199,94,21,18,br_challengers_s2_2022
mNdS,MIBR,"Sage, Omen, Brimstone",686,0.96,174.8,0.93,76.0,114.3,0.6,0.39,0.06,0.08,28.0,17%,13/78,28,410,441,268,40,55,br_challengers_s2_2022
Carolhosdedu,BOD,"Astra, Viper, Omen",116,0.96,168.0,0.9,69.0,111.8,0.61,0.35,0.07,0.08,23.0,,0/9,21,71,79,41,8,9,br_challengers_s2_2022
pleets,LOS,"Brimstone, Sova, Astra",737,0.95,175.7,0.88,73.0,111.3,0.58,0.43,0.06,0.09,14.0,18%,14/80,24,429,485,319,46,64,br_challengers_s2_2022
dorituxZ,ASTRO,"Jett, Raze",195,0.95,199.0,0.91,69.0,136.5,0.66,0.22,0.14,0.12,17.0,19%,4/21,23,129,142,43,27,24,br_challengers_s2_2022
Mafra,Odin,Sova,190,0.95,161.6,0.91,68.0,105.5,0.57,0.33,0.03,0.02,19.0,19%,8/43,20,108,119,63,6,4,br_challengers_s2_2022
artzin,SH,"Killjoy, Raze, Neon",203,0.95,222.0,0.95,62.0,152.1,0.76,0.16,0.13,0.2,23.0,13%,2/16,30,155,164,33,27,40,br_challengers_s2_2022
Gaiava,trop,"Astra, Viper, Omen",192,0.95,167.7,0.88,67.0,119.0,0.59,0.24,0.05,0.09,30.0,9%,3/32,23,114,130,46,9,18,br_challengers_s2_2022
keiz,fake,"Jett, Chamber",65,0.95,219.3,0.92,71.0,138.3,0.71,0.17,0.14,0.11,20.0,,0/8,17,46,50,11,9,7,br_challengers_s2_2022
v1xen,NIP,"Brimstone, Omen, Viper",522,0.95,166.8,0.91,73.0,106.9,0.59,0.32,0.06,0.04,27.0,14%,12/87,21,309,340,169,29,20,br_challengers_s2_2022
ableJ,FUR,"Sova, Breach, Sage",290,0.95,168.9,0.91,73.0,117.2,0.6,0.31,0.06,0.06,23.0,26%,9/35,21,175,193,89,16,16,br_challengers_s2_2022
ddz,BOD,"Killjoy, Sage",116,0.94,202.4,0.98,68.0,133.8,0.7,0.19,0.13,0.13,24.0,8%,1/12,19,81,83,22,15,15,br_challengers_s2_2022
ant,doid,"Sova, Chamber",317,0.94,173.6,0.93,70.0,113.7,0.62,0.18,0.07,0.06,24.0,12%,5/41,18,195,209,57,21,18,br_challengers_s2_2022
Mel,SHV,"Sage, Omen, Sova",105,0.94,185.2,0.88,70.0,124.3,0.66,0.35,0.0,0.05,27.0,11%,2/18,20,69,78,37,0,5,br_challengers_s2_2022
barbxza,Cycl,Omen,37,0.94,166.5,0.82,62.0,104.4,0.62,0.08,0.08,0.05,39.0,13%,1/8,17,23,28,3,3,2,br_challengers_s2_2022
XingRalph,AJF,Jett,76,0.94,208.8,0.9,64.0,141.6,0.71,0.22,0.18,0.16,24.0,,0/9,23,54,60,17,14,12,br_challengers_s2_2022
gbz,REI,"Skye, Sage, Kayo",364,0.94,200.6,0.97,71.0,127.3,0.7,0.35,0.08,0.1,22.0,10%,2/20,22,254,261,129,30,36,br_challengers_s2_2022
nyan,Alph,"Viper, Brimstone, Omen",106,0.94,179.2,0.85,69.0,115.8,0.62,0.41,0.06,0.08,23.0,,0/21,16,66,78,43,6,9,br_challengers_s2_2022
tyzh,The,"Jett, Chamber",36,0.94,214.5,0.88,61.0,138.1,0.78,0.08,0.25,0.19,28.0,25%,1/4,21,28,32,3,9,7,br_challengers_s2_2022
gaabxx,SHK,"Raze, Jett",177,0.94,224.3,0.98,69.0,139.9,0.74,0.19,0.24,0.19,24.0,,0/11,22,131,133,34,43,34,br_challengers_s2_2022
trick,doid,"Omen, Viper",37,0.93,197.5,0.92,62.0,107.2,0.65,0.59,0.05,0.05,15.0,33%,1/3,13,24,26,22,2,2,br_challengers_s2_2022
Ecard,RD E,"Omen, Brimstone, Breach",265,0.93,199.4,0.98,69.0,127.7,0.71,0.29,0.05,0.09,20.0,14%,4/28,21,188,191,76,14,25,br_challengers_s2_2022
enzao,calo,"Skye, Killjoy, Reyna",97,0.93,204.4,0.99,59.0,136.6,0.71,0.19,0.11,0.14,22.0,17%,1/6,20,69,70,18,11,14,br_challengers_s2_2022
Malva,Não,"Raze, Sova",37,0.93,213.5,0.8,54.0,143.4,0.65,0.22,0.03,0.22,11.0,33%,1/3,15,24,30,8,1,8,br_challengers_s2_2022
nat1,TLV,"Kayo, Chamber, Killjoy",207,0.93,183.6,0.87,68.0,122.6,0.62,0.24,0.08,0.13,20.0,6%,1/17,24,129,148,50,16,27,br_challengers_s2_2022
Blessboy,JARE,"Cypher, Sova, Sage",227,0.93,191.4,0.94,68.0,122.2,0.66,0.33,0.09,0.12,17.0,14%,5/35,24,149,159,75,21,27,br_challengers_s2_2022
jacobin,Trop,"Viper, Sage, Breach",594,0.93,171.5,0.91,72.0,111.2,0.6,0.34,0.08,0.09,25.0,20%,11/54,23,356,392,203,45,51,br_challengers_s2_2022
DMT,Gala,"Killjoy, Chamber, Sage",356,0.93,204.8,0.93,63.0,134.6,0.71,0.18,0.09,0.13,24.0,20%,8/40,25,252,270,65,31,46,br_challengers_s2_2022
Lolo,Odin,"Killjoy, Chamber, Sage",237,0.93,211.2,0.97,65.0,136.0,0.73,0.23,0.11,0.14,15.0,5%,1/22,28,172,178,54,26,32,br_challengers_s2_2022
Quick,FUR,"Chamber, Neon",290,0.93,199.9,0.96,64.0,127.3,0.7,0.11,0.16,0.14,25.0,22%,4/18,23,204,213,33,45,40,br_challengers_s2_2022
jaozy,doid,Jett,45,0.93,198.0,0.91,67.0,135.2,0.69,0.11,0.16,0.18,35.0,,0/4,16,31,34,5,7,8,br_challengers_s2_2022
Bielzin,Expe,"Omen, Reyna",35,0.93,211.0,0.89,57.0,144.3,0.71,0.11,0.06,0.09,24.0,,0/10,14,25,28,4,2,3,br_challengers_s2_2022
ryotzz,TBK,"Kayo, Skye, Sova",248,0.93,186.8,0.86,71.0,125.0,0.6,0.37,0.07,0.08,14.0,18%,4/22,19,150,174,92,17,19,br_challengers_s2_2022
lovely,ROLO,"Sova, Breach, Jett",147,0.93,227.9,1.02,67.0,146.4,0.8,0.16,0.16,0.24,26.0,13%,1/8,25,117,115,24,23,35,br_challengers_s2_2022
Trajan1sk,os r,"Kayo, Skye",47,0.92,162.0,0.87,66.0,104.3,0.55,0.21,0.04,0.13,26.0,,0/3,15,26,30,10,2,6,br_challengers_s2_2022
murizzz,VKS,"Viper, Skye, Kayo",542,0.92,194.4,0.94,69.0,127.2,0.68,0.27,0.08,0.12,24.0,16%,6/37,25,366,388,148,46,67,br_challengers_s2_2022
Lil Drillas,NDT,Omen,34,0.92,205.0,0.82,65.0,135.7,0.68,0.18,0.03,0.06,21.0,25%,1/4,13,23,28,6,1,2,br_challengers_s2_2022
mazin,FUR,"Raze, Jett, Skye",290,0.92,212.2,0.96,65.0,137.0,0.71,0.2,0.18,0.2,28.0,25%,5/20,20,205,213,59,51,58,br_challengers_s2_2022
naxy,TLV,"Killjoy, Viper, Brimstone",207,0.92,174.5,0.91,70.0,115.9,0.6,0.21,0.07,0.08,18.0,9%,3/35,22,125,137,44,14,16,br_challengers_s2_2022
prozin,SHK,"Sage, Skye, Kayo",177,0.92,188.6,0.94,69.0,117.1,0.66,0.38,0.07,0.11,32.0,,0/8,18,116,124,67,12,20,br_challengers_s2_2022
DoLy,E IS,"Brimstone, Kayo",35,0.92,214.5,0.81,57.0,132.5,0.71,0.31,0.0,0.17,23.0,,0/2,14,25,31,11,0,6,br_challengers_s2_2022
Evilkyk,Gala,"Kayo, Sova, Viper",356,0.92,185.9,0.9,69.0,121.1,0.67,0.3,0.09,0.1,29.0,24%,9/38,24,238,264,107,33,36,br_challengers_s2_2022
Robert Downey Jr,BOD,"Breach, Kayo, Chamber",116,0.92,175.6,0.83,68.0,120.1,0.58,0.34,0.07,0.09,20.0,20%,2/10,18,67,81,40,8,11,br_challengers_s2_2022
JoneSs,n0gr,"Brimstone, Omen, Viper",105,0.92,152.2,0.85,68.0,102.0,0.54,0.26,0.03,0.06,24.0,27%,4/15,15,57,67,27,3,6,br_challengers_s2_2022
ndk,trop,"Jett, Chamber",192,0.92,212.9,0.96,61.0,136.2,0.76,0.17,0.19,0.19,16.0,5%,1/19,29,146,152,32,36,36,br_challengers_s2_2022
dvM,Made,"Kayo, Chamber, Omen",59,0.92,193.0,0.88,66.0,122.3,0.71,0.17,0.19,0.1,36.0,11%,1/9,23,42,48,10,11,6,br_challengers_s2_2022
Tchu,OS G,"Jett, Raze",85,0.92,228.8,0.96,64.0,148.5,0.75,0.24,0.21,0.27,22.0,60%,3/5,18,64,67,20,18,23,br_challengers_s2_2022
phz,Flow,"Jett, Raze",97,0.91,183.2,0.91,71.0,121.8,0.62,0.24,0.11,0.11,15.0,,0/9,16,60,66,23,11,11,br_challengers_s2_2022
chili,g0ga,Omen,41,0.91,183.0,0.93,68.0,117.2,0.68,0.17,0.02,0.1,26.0,20%,1/5,19,28,30,7,1,4,br_challengers_s2_2022
Gioh,Boun,"Kayo, Brimstone",37,0.91,162.0,0.68,59.0,111.5,0.57,0.32,0.05,0.05,28.0,30%,3/10,16,21,31,12,2,2,br_challengers_s2_2022
let,B4,Jett,101,0.91,226.6,1.0,67.0,140.2,0.78,0.13,0.31,0.22,29.0,100%,1/1,23,79,79,13,31,22,br_challengers_s2_2022
Sasaki,lept,"Omen, Kayo, Viper",136,0.91,184.4,0.95,69.0,118.8,0.66,0.22,0.09,0.12,26.0,8%,1/13,17,90,95,30,12,16,br_challengers_s2_2022
h1perZ,NEW,"Chamber, Jett",44,0.91,182.0,0.97,61.0,113.8,0.68,0.18,0.09,0.14,27.0,11%,1/9,17,30,31,8,4,6,br_challengers_s2_2022
drn,TLV,"Omen, Kayo, Sage",207,0.90,167.7,0.83,66.0,108.5,0.57,0.39,0.08,0.1,13.0,5%,1/20,23,118,143,81,16,20,br_challengers_s2_2022
giovafps,Não,"Sova, Sage",37,0.90,165.5,0.79,54.0,103.5,0.62,0.16,0.08,0.05,28.0,33%,2/6,12,23,29,6,3,2,br_challengers_s2_2022
lopesBoy,não,"Raze, Kayo, Sova",108,0.90,191.6,0.83,70.0,129.0,0.61,0.3,0.08,0.09,21.0,20%,1/5,17,66,80,32,9,10,br_challengers_s2_2022
Bpg,Arca,"Omen, Sage, Viper",200,0.90,177.9,0.87,72.0,120.1,0.62,0.28,0.07,0.07,24.0,16%,3/19,20,123,141,56,14,14,br_challengers_s2_2022
raafa,Rene,"Omen, Brimstone, Sova",426,0.90,191.2,0.93,69.0,127.6,0.67,0.21,0.13,0.15,23.0,13%,6/46,32,284,306,89,54,62,br_challengers_s2_2022
DaNN,fake,"Kayo, Skye, Breach",112,0.90,173.0,0.79,71.0,116.7,0.56,0.36,0.07,0.07,19.0,8%,1/13,16,63,80,40,8,8,br_challengers_s2_2022
Nyang,GLB,"Viper, Omen, Sage",211,0.90,163.3,0.86,73.0,108.7,0.56,0.27,0.07,0.09,28.0,14%,4/28,24,119,138,56,14,18,br_challengers_s2_2022
Ds,VKS,"Brimstone, Astra, Omen",114,0.90,170.4,0.81,70.0,112.4,0.57,0.36,0.05,0.08,19.0,8%,1/13,21,65,80,41,6,9,br_challengers_s2_2022
drago,SH,"Killjoy, Chamber, Brimstone",122,0.90,175.8,0.83,75.0,119.7,0.61,0.2,0.08,0.07,20.0,15%,2/13,23,74,89,24,10,8,br_challengers_s2_2022
vini,Furn,"Killjoy, Raze",31,0.90,226.0,0.85,71.0,144.6,0.74,0.16,0.03,0.16,29.0,,0/5,15,23,27,5,1,5,br_challengers_s2_2022
Bullet1,ORN,"Sova, Sage",122,0.89,184.6,0.8,66.0,126.7,0.57,0.38,0.03,0.05,24.0,14%,1/7,20,70,87,46,4,6,br_challengers_s2_2022
Nether,BTF,"Sova, Breach, Kayo",149,0.89,163.9,0.8,72.0,110.6,0.55,0.24,0.08,0.07,25.0,19%,3/16,15,82,102,36,12,10,br_challengers_s2_2022
heltisen,Raij,"Chamber, Jett, Raze",152,0.89,214.5,0.95,58.0,142.2,0.75,0.12,0.16,0.22,19.0,27%,3/11,21,114,120,18,24,33,br_challengers_s2_2022
ShelL,Cycl,Sova,37,0.89,211.5,0.81,49.0,136.4,0.7,0.08,0.0,0.14,26.0,20%,1/5,17,26,32,3,0,5,br_challengers_s2_2022
pdr,SH,"Chamber, Kayo, Skye",296,0.89,173.9,0.86,60.0,114.7,0.61,0.18,0.12,0.1,24.0,7%,2/30,22,180,210,54,35,30,br_challengers_s2_2022
lf9W,TEAM,"Raze, Jett",55,0.89,228.7,0.85,67.0,148.2,0.71,0.24,0.15,0.18,21.0,,0/3,19,39,46,13,8,10,br_challengers_s2_2022
rhz,VKS,"Sova, Cypher, Skye",898,0.89,166.5,0.84,72.0,109.3,0.57,0.31,0.05,0.08,25.0,15%,17/111,23,515,610,275,48,68,br_challengers_s2_2022
Tak1,Rene,"Omen, Sage, Brimstone",173,0.88,178.0,0.85,71.0,114.5,0.62,0.43,0.07,0.12,18.0,6%,1/17,28,107,126,75,12,20,br_challengers_s2_2022
uzi,boli,Jett,33,0.88,187.0,0.8,58.0,120.8,0.73,0.09,0.15,0.21,34.0,,0/6,15,24,30,3,5,7,br_challengers_s2_2022
cortezia,TBS,Brimstone,40,0.88,183.0,0.78,70.0,120.5,0.63,0.48,0.18,0.18,30.0,,0/6,18,25,32,19,7,7,br_challengers_s2_2022
Heartless,7Kra,"Kayo, Killjoy",42,0.88,165.5,0.83,64.0,110.3,0.57,0.14,0.07,0.07,18.0,20%,1/5,12,24,29,6,3,3,br_challengers_s2_2022
Risagi,Os S,"Kayo, Skye",204,0.88,169.9,0.77,68.0,109.1,0.55,0.44,0.05,0.08,19.0,4%,1/24,19,112,145,89,11,16,br_challengers_s2_2022
Lukzban,Raij,"Kayo, Chamber",35,0.88,181.5,0.82,63.0,118.1,0.66,0.17,0.09,0.14,32.0,,0/4,14,23,28,6,3,5,br_challengers_s2_2022
ThG,Salu,"Cypher, Kayo, Viper",98,0.88,159.6,0.77,66.0,110.2,0.51,0.26,0.04,0.07,17.0,15%,2/13,14,50,65,25,4,7,br_challengers_s2_2022
gb,Moto,"Skye, Kayo",48,0.87,172.0,0.82,67.0,99.3,0.58,0.44,0.06,0.17,15.0,25%,1/4,16,28,34,21,3,8,br_challengers_s2_2022
doty,calo,"Brimstone, Omen, Viper",97,0.87,175.2,0.88,68.0,109.9,0.62,0.2,0.07,0.07,34.0,8%,1/13,13,60,68,19,7,7,br_challengers_s2_2022
PxL,trop,"Killjoy, Viper, Sage",192,0.87,178.8,0.81,72.0,117.3,0.6,0.33,0.07,0.11,22.0,5%,1/22,17,116,143,64,14,21,br_challengers_s2_2022
arieiv,Made,Sova,59,0.87,176.3,0.8,71.0,116.3,0.63,0.14,0.05,0.03,36.0,,0/15,14,37,46,8,3,2,br_challengers_s2_2022
DRAGziKW,BTF,"Viper, Sova, Sage",149,0.87,169.3,0.82,66.0,116.7,0.56,0.27,0.01,0.05,22.0,11%,3/27,23,84,103,40,2,8,br_challengers_s2_2022
andre1,trop,"Breach, Raze, Reyna",192,0.87,185.3,0.8,66.0,128.0,0.64,0.29,0.12,0.1,15.0,,0/12,23,122,152,56,23,20,br_challengers_s2_2022
shyz,B4,"Skye, Kayo",101,0.87,176.0,0.78,70.0,108.8,0.51,0.45,0.03,0.04,22.0,17%,2/12,16,52,67,45,3,4,br_challengers_s2_2022
jotavê,ATS,"Sova, Chamber",67,0.87,184.3,0.76,66.0,125.4,0.58,0.12,0.12,0.06,43.0,10%,1/10,15,39,51,8,8,4,br_challengers_s2_2022
Djjoka,Flow,"Chamber, Viper, Cypher",97,0.87,162.6,0.78,67.0,116.9,0.59,0.26,0.06,0.07,24.0,7%,1/15,18,57,73,25,6,7,br_challengers_s2_2022
Ruhlsz,Raij,"Omen, Viper",152,0.87,174.3,0.89,65.0,106.3,0.62,0.25,0.04,0.07,26.0,10%,2/20,19,94,106,38,6,10,br_challengers_s2_2022
lukzera,TBK,"Fade, Brimstone, Omen",248,0.87,166.4,0.82,70.0,110.6,0.6,0.29,0.05,0.06,23.0,26%,9/35,21,149,181,71,13,15,br_challengers_s2_2022
TxoziN,Rise,"Omen, Chamber",291,0.87,160.5,0.86,68.0,102.1,0.58,0.32,0.05,0.12,22.0,15%,4/27,18,170,198,94,16,36,br_challengers_s2_2022
pyetev,AJF,"Raze, Sova, Chamber",116,0.87,182.7,0.84,66.0,125.2,0.64,0.28,0.09,0.1,19.0,10%,1/10,24,74,88,32,10,12,br_challengers_s2_2022
NANZIN,SH,"Sova, Skye, Breach",296,0.86,157.5,0.77,69.0,105.8,0.53,0.28,0.06,0.08,33.0,12%,5/41,22,157,204,84,18,23,br_challengers_s2_2022
